,index,ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle
7884,7889,2018-06-20 00:10:12+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:36.880000,Comic Relief,Hello Sleepwalkers,Masked Monkey Awakening,spotify:track:2ININ2EGcpwGgiIUEMgM93,trackdone,trackdone,False
7885,7890,2018-06-20 00:13:35+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:23.306000,Sabaku,Hello Sleepwalkers,Masked Monkey Awakening,spotify:track:1XDeAfvOpPOH4A2558q6eV,trackdone,trackdone,False
7886,7891,2018-06-20 00:17:17+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:42.293000,Tenchi Souzou,Hello Sleepwalkers,Masked Monkey Awakening,spotify:track:4PGluOFvKJx9kTtAbOeVJl,trackdone,trackdone,False
7887,7892,2018-06-20 00:22:07+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:48.693000,23,Hello Sleepwalkers,Masked Monkey Awakening,spotify:track:2TahsHuZ4zD2RT7Eykio5Z,trackdone,trackdone,False
7888,7893,2018-06-20 00:25:36+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:28.070000,Licorice,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:23tOVsU7dRtnTxupe6eQSd,trackdone,endplay,False
7889,7894,2018-06-20 00:27:55+00:00,Windows 10 (10.0.17134; x64),0 days 00:02:18.241000,Sorvete de Pistache,Eu Sou o Gabe,Música para Ex-Namoradas,spotify:track:7ucguPjuC0YIXs6SD4Bjpo,clickrow,trackdone,False
7890,7895,2018-06-20 00:28:15+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:19.208000,Marina Overdose,Eu Sou o Gabe,Música para Ex-Namoradas,spotify:track:5QeEXQVSorqfx4WQN6Wcq1,trackdone,endplay,False
7891,7896,2018-06-20 00:32:28+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:13.746000,Kizukeyo Baby,THE ORAL CIGARETTES,FIXION,spotify:track:3EEaEEltAaQAp0EhIwJEaK,clickrow,trackdone,False
7892,7897,2018-06-20 00:36:26+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:57.546000,A-E-U-I,THE ORAL CIGARETTES,FIXION,spotify:track:7Aheu473SQ437ZkhFmOg7i,trackdone,trackdone,False
7893,7898,2018-06-20 00:39:44+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:16.453000,Toorisugita Kisetsu No Sora De,THE ORAL CIGARETTES,FIXION,spotify:track:0gahbZxNz6wn2Gz3IBsS8o,trackdone,trackdone,False
7894,7899,2018-06-20 00:42:59+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:13.743000,BLACK MEMORY,THE ORAL CIGARETTES,BLACK MEMORY,spotify:track:3QhErQyRtXeW2BjOD9SbVb,trackdone,fwdbtn,False
7895,7900,2018-06-20 00:43:02+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:01.620000,ReI,THE ORAL CIGARETTES,ReI,spotify:track:5EDKnh4YAoXgFaQVJ02wSh,fwdbtn,fwdbtn,False
7896,7901,2018-06-20 00:43:07+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:05.960000,Kantannakoto,THE ORAL CIGARETTES,FIXION,spotify:track:692JISES18uZusvATsmv5h,fwdbtn,backbtn,False
7897,7902,2018-06-20 00:43:11+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:03.740000,ReI,THE ORAL CIGARETTES,ReI,spotify:track:5EDKnh4YAoXgFaQVJ02wSh,backbtn,fwdbtn,False
7898,7903,2018-06-20 00:46:45+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:34.586000,Kantannakoto,THE ORAL CIGARETTES,FIXION,spotify:track:692JISES18uZusvATsmv5h,fwdbtn,trackdone,False
7899,7904,2018-06-20 00:50:19+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:33.493000,STAY ONE,THE ORAL CIGARETTES,FIXION,spotify:track:38Xe3EIdBXJkv3dU0oRXos,trackdone,trackdone,False
7900,7905,2018-06-20 00:53:37+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:17.412000,Shala La,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:0ZxIqIuDCLiRULZlaIXNme,trackdone,trackdone,False
7901,7906,2018-06-20 00:57:12+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:35.106000,MIRROR,THE ORAL CIGARETTES,FIXION,spotify:track:1ZwRI1mol5gIAthygVVfhe,trackdone,trackdone,False
7902,7907,2018-06-20 01:00:42+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:29.798000,Licorice,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:23tOVsU7dRtnTxupe6eQSd,trackdone,trackdone,False
7903,7908,2018-06-20 01:04:08+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:24.811000,CATCH ME,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:3pKq6lWAKBhcxZCVy1hUqC,trackdone,trackdone,False
7904,7909,2018-06-20 01:07:53+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:46.029000,Itazura Show Time,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:22eVTcwN2X1R4oPqCKnDTK,trackdone,trackdone,False
7905,7910,2018-06-20 01:11:57+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:02.143000,5150,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:0zMElbRUCQU6Y2CnEO3jGY,trackdone,trackdone,False
7906,7911,2018-06-20 01:15:54+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:57.791000,WARWARWAR,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:41ngnhxq7lEHc6ugbFBsgh,trackdone,trackdone,False
7907,7912,2018-06-20 01:20:21+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:27.663000,End Roll,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:0Pdj59fXpNUyR0d1NVUUFX,trackdone,trackdone,False
7908,7913,2018-06-20 01:24:51+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:29.201000,DIP-BAP,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:3FDFWiUr30S9mPuZJ5M8J8,trackdone,trackdone,False
7909,7914,2018-06-20 01:28:07+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:17.412000,Shala La,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:0ZxIqIuDCLiRULZlaIXNme,trackdone,trackdone,False
7910,7915,2018-06-20 01:33:52+00:00,Windows 10 (10.0.17134; x64),0 days 00:05:44.617000,Futoumei Na Yukigesyou,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:33W4RqHtwdjFMOXQ4rNlqI,trackdone,trackdone,False
7911,7916,2018-06-20 01:38:34+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:42.102000,LOVE,THE ORAL CIGARETTES,UNOFFICIAL,spotify:track:4zK01XCMns3oelfyRcME7o,trackdone,trackdone,False
7912,7917,2018-06-20 01:42:49+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:13.746000,Kizukeyo Baby,THE ORAL CIGARETTES,FIXION,spotify:track:3EEaEEltAaQAp0EhIwJEaK,trackdone,trackdone,False
7913,7918,2018-06-20 11:43:04+00:00,Windows 10 (10.0.17134; x64),0 days 00:03:40.131000,Kyouran Hey Kids!!,THE ORAL CIGARETTES,FIXION,spotify:track:38kcwx5znepLWCIBID0Bwm,trackdone,endplay,False
7914,7920,2018-06-20 11:46:49+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:06.126000,I Miss You,Adele,25,spotify:track:0QLXkoV7vX86QEibgLe6zQ,trackdone,endplay,False
7915,7922,2018-06-20 11:50:51+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:24.246000,I Miss You,Adele,25,spotify:track:0QLXkoV7vX86QEibgLe6zQ,trackdone,endplay,False
7916,7923,2018-06-20 11:55:02+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:11.033000,"i hate u, i love u (feat. olivia o'brien)",gnash,us,spotify:track:7vRriwrloYVaoAe3a9wJHe,playbtn,trackdone,False
7917,7924,2018-06-20 11:55:04+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:00.436000,u just can't be replaced (feat. rosabeales),gnash,us,spotify:track:0aL04tpzW92i8kwRbSXO5v,trackdone,endplay,False
7918,7925,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:01:21.196000,Comics,Caravan Palace,<I°_°I>,spotify:track:7Eta1k8UzwooyJCB9stY1d,clickrow,endplay,False
7919,7927,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:02.270000,Lone Digger,Caravan Palace,<I°_°I>,spotify:track:1TAC5SANfK7l6wGHtUQ7MX,clickrow,endplay,False
7920,7930,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:13.068000,Até Quando?,Gabriel O Pensador,Seja Você Mesmo (Mas Não Seja Sempre O Mesmo),spotify:track:2t6h9r9XgNcZavFQpybk3r,fwdbtn,endplay,False
7921,7935,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:30.123000,Hollow Life,Coast Modern,Hollow Life,spotify:track:6Uaz0UV4y7EPdviYUDWwlu,clickrow,unexpected-exit,False
7922,7936,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:04:13.746000,Kizukeyo Baby,THE ORAL CIGARETTES,FIXION,spotify:track:3EEaEEltAaQAp0EhIwJEaK,clickrow,trackdone,False
7923,7938,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:11.453000,The Look,Brock Berrigan,Point Pleasant,spotify:track:3tPqs8agXXK2J8VX7zCyZh,trackdone,fwdbtn,False
7924,7939,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:37,Oh Ms Believer,Twenty One Pilots,Twenty One Pilots,spotify:track:3FvV3j98xtcylQF1drDc9j,fwdbtn,trackdone,False
7925,7940,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:25.005000,Fax Machine,Brock Berrigan,Point Pleasant,spotify:track:5p6W4bqHorjavvrGwyLG2p,fwdbtn,unexpected-exit,False
7926,7942,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:02:54.020000,Se Liga Aí,Gabriel O Pensador,Seja Você Mesmo (Mas Não Seja Sempre O Mesmo),spotify:track:2q1LEH0q8FL0Z6L4IzK5ls,clickrow,fwdbtn,False
7927,7943,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:01:03.786000,Kyouran Hey Kids!!,THE ORAL CIGARETTES,FIXION,spotify:track:38kcwx5znepLWCIBID0Bwm,trackdone,unexpected-exit,False
7928,7945,2018-06-20 18:05:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:38.267000,The Time Has Come,Brock Berrigan,Point Pleasant,spotify:track:4S4aHBCHYRAuUSjuHTt8Qs,fwdbtn,trackdone,False
7929,7948,2018-06-20 18:06:14+00:00,Windows 10 (10.0.17134; x64),0 days 00:01:43.600000,Panda,Desiigner,New English,spotify:track:5OOkp4U9P9oL23maHFHL1h,playbtn,remote,False
7930,7949,2018-06-20 18:06:34+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:20.549000,Fax Machine,Brock Berrigan,Point Pleasant,spotify:track:5p6W4bqHorjavvrGwyLG2p,appload,endplay,False
7931,7950,2018-06-20 18:06:37+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:02.123000,Mr. Brightside,The Killers,Hot Fuss,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,clickrow,endplay,False
7932,7951,2018-06-20 18:06:44+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:00.004000,When You Were Young,The Killers,Sam's Town,spotify:track:3gNGi2iUGHXGpBQHce6Nua,clickrow,endplay,False
7933,7952,2018-06-20 18:06:44+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:06.412000,Somebody Told Me,The Killers,Hot Fuss,spotify:track:3twNvmDtFQtAd5gMKedhLD,clickrow,endplay,False
7934,7953,2018-06-20 18:10:24+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:40.426000,When You Were Young,The Killers,Sam's Town,spotify:track:3gNGi2iUGHXGpBQHce6Nua,clickrow,trackdone,False
7935,7954,2018-06-20 18:10:53+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:27.311000,Run For Cover,The Killers,Wonderful Wonderful,spotify:track:77wm0pMH1wLe2VnBcIEU2r,trackdone,endplay,False
7936,7955,2018-06-20 18:10:56+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:00:01.882000,Take Me Out,Franz Ferdinand,Franz Ferdinand,spotify:track:6ooluO7DiEhI1zmK94nRCM,clickrow,endplay,False
7937,7956,2018-06-20 18:14:27+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:31.960000,Come with Me Now,KONGOS,Lunatic,spotify:track:2kWowW0k4oFymhkr7LmvzO,clickrow,trackdone,False
7938,7957,2018-06-20 18:18:23+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:55.106000,I Want to Know,KONGOS,Lunatic,spotify:track:3PLN4aXK0A8B76p0OYUDFd,trackdone,trackdone,False
7939,7958,2018-06-20 18:22:11+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:03:48.360000,Centuries,Fall Out Boy,American Beauty/American Psycho,spotify:track:0yhPEz5KxlDwckGJaMlZqM,trackdone,trackdone,False
7940,7959,2018-06-20 21:32:40+00:00,Windows 10 (10.0.17134; x64),0 days 00:01:54.220000,Photograph,Ed Sheeran,x,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,remote,endplay,False
7941,7960,2018-06-20 21:32:47+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:06.260000,Basil No Utage,frederic,Frederhythm,spotify:track:1sJCQr6ilpO4nSmnR2kUn8,clickrow,endplay,False
7942,7961,2018-06-20 21:37:30+00:00,Windows 10 (10.0.17134; x64),0 days 00:04:43.466000,Only Wonder,frederic,Frederhythm,spotify:track:66gqGFhqcoEjiCcp02rsir,clickrow,trackdone,False
7943,7962,2018-06-20 22:01:57+00:00,"Android OS 5.1.1 API 22 (asus, ZB500KG)",0 days 00:05:10.235000,Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,spotify:track:2aibwv5hGXSgw7Yru8IYTO,trackdone,unexpected-exit-while-paused,False
7944,7963,2018-06-20 22:03:23+00:00,Windows 10 (10.0.17134; x64),0 days 00:00:30.593000,Rererepeat,frederic,Frederhythm,spotify:track:6RW8qIPgXvcXZO9hzkJj7U,trackdone,remote,False
